NumberOfServers,NumberOfRequests,Lmbda,Eta,AlgCost,DcCost
2,50,0.0,0,1576,2229
2,50,0.0,150,1752,2229
2,50,0.0,452,1576,2229
2,50,0.0,951,1606,2229
2,50,0.0,1241,2056,2229
2,50,0.0,1650,1933,2229
2,50,0.0,1997,2232,2229
2,50,0.0,2441,2322,2229
2,50,0.0,3023,2366,2229
2,50,0.0,3238,2328,2229
2,50,0.0,3916,2333,2229
2,50,0.0,3984,2521,2229
2,50,0.25,0,1825,2229
2,50,0.25,150,1981,2229
2,50,0.25,452,1825,2229
2,50,0.25,951,1859,2229
2,50,0.25,1241,2019,2229
2,50,0.25,1650,2042,2229
2,50,0.25,1997,2103,2229
2,50,0.25,2441,1977,2229
2,50,0.25,3023,2165,2229
2,50,0.25,3238,2285,2229
2,50,0.25,3916,2274,2229
2,50,0.25,3984,2236,2229
2,50,0.5,0,2053,2229
2,50,0.5,150,2176,2229
2,50,0.5,452,2053,2229
2,50,0.5,951,2037,2229
2,50,0.5,1241,2192,2229
2,50,0.5,1650,2082,2229
2,50,0.5,1997,2089,2229
2,50,0.5,2441,2017,2229
2,50,0.5,3023,2227,2229
2,50,0.5,3238,2348,2229
2,50,0.5,3916,2396,2229
2,50,0.5,3984,2206,2229
2,50,0.75,0,2131,2229
2,50,0.75,150,2203,2229
2,50,0.75,452,2131,2229
2,50,0.75,951,2131,2229
2,50,0.75,1241,2209,2229
2,50,0.75,1650,2138,2229
2,50,0.75,1997,2177,2229
2,50,0.75,2441,2117,2229
2,50,0.75,3023,2217,2229
2,50,0.75,3238,2321,2229
2,50,0.75,3916,2318,2229
2,50,0.75,3984,2148,2229
2,50,1.0,0,2229,2229
2,50,1.0,150,2229,2229
2,50,1.0,452,2229,2229
2,50,1.0,951,2229,2229
2,50,1.0,1241,2229,2229
2,50,1.0,1650,2229,2229
2,50,1.0,1997,2229,2229
2,50,1.0,2441,2229,2229
2,50,1.0,3023,2229,2229
2,50,1.0,3238,2229,2229
2,50,1.0,3916,2229,2229
2,50,1.0,3984,2229,2229
2,50,0.0,0,1494,2324
2,50,0.0,175,1680,2324
2,50,0.0,423,1604,2324
2,50,0.0,847,1680,2324
2,50,0.0,1444,1762,2324
2,50,0.0,1651,1826,2324
2,50,0.0,1873,1760,2324
2,50,0.0,2376,2448,2324
2,50,0.0,2902,1894,2324
2,50,0.0,3066,2132,2324
2,50,0.0,3364,2240,2324
2,50,0.0,3766,2504,2324
2,50,0.25,0,1670,2324
2,50,0.25,175,1836,2324
2,50,0.25,423,1692,2324
2,50,0.25,847,1836,2324
2,50,0.25,1444,1820,2324
2,50,0.25,1651,1962,2324
2,50,0.25,1873,1856,2324
2,50,0.25,2376,2338,2324
2,50,0.25,2902,1970,2324
2,50,0.25,3066,2092,2324
2,50,0.25,3364,2190,2324
2,50,0.25,3766,2280,2324
2,50,0.5,0,1871,2324
2,50,0.5,175,2025,2324
2,50,0.5,423,1837,2324
2,50,0.5,847,2025,2324
2,50,0.5,1444,2007,2324
2,50,0.5,1651,2083,2324
2,50,0.5,1873,2023,2324
2,50,0.5,2376,2257,2324
2,50,0.5,2902,2063,2324
2,50,0.5,3066,2177,2324
2,50,0.5,3364,2203,2324
2,50,0.5,3766,2081,2324
2,50,0.75,0,2105,2324
2,50,0.75,175,2155,2324
2,50,0.75,423,2085,2324
2,50,0.75,847,2155,2324
2,50,0.75,1444,2155,2324
2,50,0.75,1651,2187,2324
2,50,0.75,1873,2203,2324
2,50,0.75,2376,2221,2324
2,50,0.75,2902,2215,2324
2,50,0.75,3066,2253,2324
2,50,0.75,3364,2233,2324
2,50,0.75,3766,2163,2324
2,50,1.0,0,2324,2324
2,50,1.0,175,2324,2324
2,50,1.0,423,2324,2324
2,50,1.0,847,2324,2324
2,50,1.0,1444,2324,2324
2,50,1.0,1651,2324,2324
2,50,1.0,1873,2324,2324
2,50,1.0,2376,2324,2324
2,50,1.0,2902,2324,2324
2,50,1.0,3066,2324,2324
2,50,1.0,3364,2324,2324
2,50,1.0,3766,2324,2324
2,50,0.0,0,1663,2600
2,50,0.0,154,1785,2600
2,50,0.0,431,1663,2600
2,50,0.0,915,1741,2600
2,50,0.0,1374,1849,2600
2,50,0.0,1670,1809,2600
2,50,0.0,2268,2115,2600
2,50,0.0,2527,2199,2600
2,50,0.0,3171,2141,2600
2,50,0.0,3446,2371,2600
2,50,0.0,3881,2517,2600
2,50,0.0,4208,2990,2600
2,50,0.25,0,1860,2600
2,50,0.25,154,1954,2600
2,50,0.25,431,1860,2600
2,50,0.25,915,1906,2600
2,50,0.25,1374,1985,2600
2,50,0.25,1670,1984,2600
2,50,0.25,2268,2172,2600
2,50,0.25,2527,2132,2600
2,50,0.25,3171,2245,2600
2,50,0.25,3446,2334,2600
2,50,0.25,3881,2274,2600
2,50,0.25,4208,2479,2600
2,50,0.5,0,2172,2600
2,50,0.5,154,2280,2600
2,50,0.5,431,2172,2600
2,50,0.5,915,2190,2600
2,50,0.5,1374,2239,2600
2,50,0.5,1670,2232,2600
2,50,0.5,2268,2412,2600
2,50,0.5,2527,2326,2600
2,50,0.5,3171,2511,2600
2,50,0.5,3446,2508,2600
2,50,0.5,3881,2350,2600
2,50,0.5,4208,2543,2600
2,50,0.75,0,2357,2600
2,50,0.75,154,2425,2600
2,50,0.75,431,2357,2600
2,50,0.75,915,2365,2600
2,50,0.75,1374,2400,2600
2,50,0.75,1670,2427,2600
2,50,0.75,2268,2519,2600
2,50,0.75,2527,2417,2600
2,50,0.75,3171,2608,2600
2,50,0.75,3446,2535,2600
2,50,0.75,3881,2492,2600
2,50,0.75,4208,2506,2600
2,50,1.0,0,2600,2600
2,50,1.0,154,2600,2600
2,50,1.0,431,2600,2600
2,50,1.0,915,2600,2600
2,50,1.0,1374,2600,2600
2,50,1.0,1670,2600,2600
2,50,1.0,2268,2600,2600
2,50,1.0,2527,2600,2600
2,50,1.0,3171,2600,2600
2,50,1.0,3446,2600,2600
2,50,1.0,3881,2600,2600
2,50,1.0,4208,2600,2600
2,50,0.0,0,1677,2439
2,50,0.0,174,1853,2439
2,50,0.0,513,1677,2439
2,50,0.0,926,1859,2439
2,50,0.0,1277,2075,2439
2,50,0.0,1681,1943,2439
2,50,0.0,2135,2141,2439
2,50,0.0,2640,2536,2439
2,50,0.0,3031,1837,2439
2,50,0.0,3380,2455,2439
2,50,0.0,3979,2642,2439
2,50,0.0,4393,2620,2439
2,50,0.25,0,1907,2439
2,50,0.25,174,1967,2439
2,50,0.25,513,1907,2439
2,50,0.25,926,1979,2439
2,50,0.25,1277,2041,2439
2,50,0.25,1681,1985,2439
2,50,0.25,2135,2129,2439
2,50,0.25,2640,2365,2439
2,50,0.25,3031,2029,2439
2,50,0.25,3380,2411,2439
2,50,0.25,3979,2347,2439
2,50,0.25,4393,2464,2439
2,50,0.5,0,2169,2439
2,50,0.5,174,2203,2439
2,50,0.5,513,2169,2439
2,50,0.5,926,2217,2439
2,50,0.5,1277,2132,2439
2,50,0.5,1681,2217,2439
2,50,0.5,2135,2281,2439
2,50,0.5,2640,2351,2439
2,50,0.5,3031,2291,2439
2,50,0.5,3380,2437,2439
2,50,0.5,3979,2341,2439
2,50,0.5,4393,2467,2439
2,50,0.75,0,2313,2439
2,50,0.75,174,2325,2439
2,50,0.75,513,2313,2439
2,50,0.75,926,2321,2439
2,50,0.75,1277,2258,2439
2,50,0.75,1681,2331,2439
2,50,0.75,2135,2345,2439
2,50,0.75,2640,2403,2439
2,50,0.75,3031,2355,2439
2,50,0.75,3380,2403,2439
2,50,0.75,3979,2379,2439
2,50,0.75,4393,2425,2439
2,50,1.0,0,2439,2439
2,50,1.0,174,2439,2439
2,50,1.0,513,2439,2439
2,50,1.0,926,2439,2439
2,50,1.0,1277,2439,2439
2,50,1.0,1681,2439,2439
2,50,1.0,2135,2439,2439
2,50,1.0,2640,2439,2439
2,50,1.0,3031,2439,2439
2,50,1.0,3380,2439,2439
2,50,1.0,3979,2439,2439
2,50,1.0,4393,2439,2439
2,50,0.0,0,1674,2399
2,50,0.0,154,1732,2399
2,50,0.0,472,1758,2399
2,50,0.0,864,1758,2399
2,50,0.0,1272,2113,2399
2,50,0.0,1739,2446,2399
2,50,0.0,2192,2580,2399
2,50,0.0,2623,2422,2399
2,50,0.0,3098,2322,2399
2,50,0.0,3400,2268,2399
2,50,0.0,4037,2660,2399
2,50,0.0,4346,2747,2399
2,50,0.25,0,1950,2399
2,50,0.25,154,1918,2399
2,50,0.25,472,1988,2399
2,50,0.25,864,1988,2399
2,50,0.25,1272,2091,2399
2,50,0.25,1739,2146,2399
2,50,0.25,2192,2658,2399
2,50,0.25,2623,2180,2399
2,50,0.25,3098,1992,2399
2,50,0.25,3400,2400,2399
2,50,0.25,4037,2566,2399
2,50,0.25,4346,2527,2399
2,50,0.5,0,2158,2399
2,50,0.5,154,2134,2399
2,50,0.5,472,2182,2399
2,50,0.5,864,2182,2399
2,50,0.5,1272,2227,2399
2,50,0.5,1739,2128,2399
2,50,0.5,2192,2662,2399
2,50,0.5,2623,2236,2399
2,50,0.5,3098,2226,2399
2,50,0.5,3400,2524,2399
2,50,0.5,4037,2498,2399
2,50,0.5,4346,2393,2399
2,50,0.75,0,2242,2399
2,50,0.75,154,2258,2399
2,50,0.75,472,2284,2399
2,50,0.75,864,2284,2399
2,50,0.75,1272,2291,2399
2,50,0.75,1739,2222,2399
2,50,0.75,2192,2476,2399
2,50,0.75,2623,2214,2399
2,50,0.75,3098,2280,2399
2,50,0.75,3400,2450,2399
2,50,0.75,4037,2394,2399
2,50,0.75,4346,2451,2399
2,50,1.0,0,2399,2399
2,50,1.0,154,2399,2399
2,50,1.0,472,2399,2399
2,50,1.0,864,2399,2399
2,50,1.0,1272,2399,2399
2,50,1.0,1739,2399,2399
2,50,1.0,2192,2399,2399
2,50,1.0,2623,2399,2399
2,50,1.0,3098,2399,2399
2,50,1.0,3400,2399,2399
2,50,1.0,4037,2399,2399
2,50,1.0,4346,2399,2399
2,50,0.0,0,1650,2409
2,50,0.0,200,1650,2409
2,50,0.0,494,1650,2409
2,50,0.0,918,2084,2409
2,50,0.0,1274,1722,2409
2,50,0.0,1702,1920,2409
2,50,0.0,2138,2198,2409
2,50,0.0,2480,2132,2409
2,50,0.0,3252,2773,2409
2,50,0.0,3584,2510,2409
2,50,0.0,3763,2232,2409
2,50,0.0,4270,1966,2409
2,50,0.25,0,1877,2409
2,50,0.25,200,1877,2409
2,50,0.25,494,1877,2409
2,50,0.25,918,2117,2409
2,50,0.25,1274,1915,2409
2,50,0.25,1702,2049,2409
2,50,0.25,2138,2087,2409
2,50,0.25,2480,2055,2409
2,50,0.25,3252,2714,2409
2,50,0.25,3584,2179,2409
2,50,0.25,3763,2087,2409
2,50,0.25,4270,2115,2409
2,50,0.5,0,2177,2409
2,50,0.5,200,2177,2409
2,50,0.5,494,2177,2409
2,50,0.5,918,2321,2409
2,50,0.5,1274,2187,2409
2,50,0.5,1702,2275,2409
2,50,0.5,2138,2259,2409
2,50,0.5,2480,2227,2409
2,50,0.5,3252,2428,2409
2,50,0.5,3584,2191,2409
2,50,0.5,3763,2229,2409
2,50,0.5,4270,2339,2409
2,50,0.75,0,2301,2409
2,50,0.75,200,2301,2409
2,50,0.75,494,2301,2409
2,50,0.75,918,2351,2409
2,50,0.75,1274,2343,2409
2,50,0.75,1702,2385,2409
2,50,0.75,2138,2349,2409
2,50,0.75,2480,2325,2409
2,50,0.75,3252,2350,2409
2,50,0.75,3584,2267,2409
2,50,0.75,3763,2315,2409
2,50,0.75,4270,2359,2409
2,50,1.0,0,2409,2409
2,50,1.0,200,2409,2409
2,50,1.0,494,2409,2409
2,50,1.0,918,2409,2409
2,50,1.0,1274,2409,2409
2,50,1.0,1702,2409,2409
2,50,1.0,2138,2409,2409
2,50,1.0,2480,2409,2409
2,50,1.0,3252,2409,2409
2,50,1.0,3584,2409,2409
2,50,1.0,3763,2409,2409
2,50,1.0,4270,2409,2409
2,50,0.0,0,1446,2263
2,50,0.0,150,1446,2263
2,50,0.0,473,1446,2263
2,50,0.0,727,1532,2263
2,50,0.0,1197,1598,2263
2,50,0.0,1583,1804,2263
2,50,0.0,1893,2088,2263
2,50,0.0,2174,2140,2263
2,50,0.0,2544,2528,2263
2,50,0.0,3075,2472,2263
2,50,0.0,3291,1740,2263
2,50,0.0,3644,2864,2263
2,50,0.25,0,1578,2263
2,50,0.25,150,1578,2263
2,50,0.25,473,1578,2263
2,50,0.25,727,1642,2263
2,50,0.25,1197,1608,2263
2,50,0.25,1583,2006,2263
2,50,0.25,1893,1940,2263
2,50,0.25,2174,2008,2263
2,50,0.25,2544,2306,2263
2,50,0.25,3075,2264,2263
2,50,0.25,3291,1836,2263
2,50,0.25,3644,2266,2263
2,50,0.5,0,1798,2263
2,50,0.5,150,1798,2263
2,50,0.5,473,1798,2263
2,50,0.5,727,1844,2263
2,50,0.5,1197,1798,2263
2,50,0.5,1583,2061,2263
2,50,0.5,1893,2060,2263
2,50,0.5,2174,2134,2263
2,50,0.5,2544,2204,2263
2,50,0.5,3075,2203,2263
2,50,0.5,3291,1971,2263
2,50,0.5,3644,2273,2263
2,50,0.75,0,2018,2263
2,50,0.75,150,2018,2263
2,50,0.75,473,2018,2263
2,50,0.75,727,2018,2263
2,50,0.75,1197,2018,2263
2,50,0.75,1583,2109,2263
2,50,0.75,1893,2104,2263
2,50,0.75,2174,2218,2263
2,50,0.75,2544,2178,2263
2,50,0.75,3075,2243,2263
2,50,0.75,3291,2123,2263
2,50,0.75,3644,2261,2263
2,50,1.0,0,2263,2263
2,50,1.0,150,2263,2263
2,50,1.0,473,2263,2263
2,50,1.0,727,2263,2263
2,50,1.0,1197,2263,2263
2,50,1.0,1583,2263,2263
2,50,1.0,1893,2263,2263
2,50,1.0,2174,2263,2263
2,50,1.0,2544,2263,2263
2,50,1.0,3075,2263,2263
2,50,1.0,3291,2263,2263
2,50,1.0,3644,2263,2263
2,50,0.0,0,1514,2170
2,50,0.0,57,1518,2170
2,50,0.0,393,1528,2170
2,50,0.0,822,1522,2170
2,50,0.0,1253,1988,2170
2,50,0.0,1551,2154,2170
2,50,0.0,2037,2298,2170
2,50,0.0,2508,1936,2170
2,50,0.0,2692,1868,2170
2,50,0.0,3316,2168,2170
2,50,0.0,3586,2720,2170
2,50,0.0,3825,2588,2170
2,50,0.25,0,1664,2170
2,50,0.25,57,1668,2170
2,50,0.25,393,1658,2170
2,50,0.25,822,1680,2170
2,50,0.25,1253,1990,2170
2,50,0.25,1551,2156,2170
2,50,0.25,2037,2273,2170
2,50,0.25,2508,1887,2170
2,50,0.25,2692,2030,2170
2,50,0.25,3316,1925,2170
2,50,0.25,3586,2325,2170
2,50,0.25,3825,2280,2170
2,50,0.5,0,1818,2170
2,50,0.5,57,1838,2170
2,50,0.5,393,1782,2170
2,50,0.5,822,1838,2170
2,50,0.5,1253,2035,2170
2,50,0.5,1551,2145,2170
2,50,0.5,2037,2168,2170
2,50,0.5,2508,1876,2170
2,50,0.5,2692,2042,2170
2,50,0.5,3316,2022,2170
2,50,0.5,3586,2260,2170
2,50,0.5,3825,2176,2170
2,50,0.75,0,1972,2170
2,50,0.75,57,1998,2170
2,50,0.75,393,1940,2170
2,50,0.75,822,1983,2170
2,50,0.75,1253,2124,2170
2,50,0.75,1551,2130,2170
2,50,0.75,2037,2224,2170
2,50,0.75,2508,2046,2170
2,50,0.75,2692,2156,2170
2,50,0.75,3316,2098,2170
2,50,0.75,3586,2230,2170
2,50,0.75,3825,2148,2170
2,50,1.0,0,2170,2170
2,50,1.0,57,2170,2170
2,50,1.0,393,2170,2170
2,50,1.0,822,2170,2170
2,50,1.0,1253,2170,2170
2,50,1.0,1551,2170,2170
2,50,1.0,2037,2170,2170
2,50,1.0,2508,2170,2170
2,50,1.0,2692,2170,2170
2,50,1.0,3316,2170,2170
2,50,1.0,3586,2170,2170
2,50,1.0,3825,2170,2170
2,50,0.0,0,1385,2212
2,50,0.0,138,1481,2212
2,50,0.0,371,1533,2212
2,50,0.0,710,1385,2212
2,50,0.0,1110,1781,2212
2,50,0.0,1455,1615,2212
2,50,0.0,1831,1995,2212
2,50,0.0,2158,2355,2212
2,50,0.0,2533,2059,2212
2,50,0.0,2827,2345,2212
2,50,0.0,3138,2187,2212
2,50,0.0,3593,2521,2212
2,50,0.25,0,1578,2212
2,50,0.25,138,1657,2212
2,50,0.25,371,1578,2212
2,50,0.25,710,1578,2212
2,50,0.25,1110,1897,2212
2,50,0.25,1455,1602,2212
2,50,0.25,1831,2148,2212
2,50,0.25,2158,2186,2212
2,50,0.25,2533,2228,2212
2,50,0.25,2827,2086,2212
2,50,0.25,3138,2336,2212
2,50,0.25,3593,2408,2212
2,50,0.5,0,1823,2212
2,50,0.5,138,1855,2212
2,50,0.5,371,1823,2212
2,50,0.5,710,1823,2212
2,50,0.5,1110,2013,2212
2,50,0.5,1455,1833,2212
2,50,0.5,1831,2069,2212
2,50,0.5,2158,2101,2212
2,50,0.5,2533,2159,2212
2,50,0.5,2827,1941,2212
2,50,0.5,3138,2287,2212
2,50,0.5,3593,2285,2212
2,50,0.75,0,2052,2212
2,50,0.75,138,2065,2212
2,50,0.75,371,2052,2212
2,50,0.75,710,2052,2212
2,50,0.75,1110,2109,2212
2,50,0.75,1455,2056,2212
2,50,0.75,1831,2140,2212
2,50,0.75,2158,2152,2212
2,50,0.75,2533,2160,2212
2,50,0.75,2827,2046,2212
2,50,0.75,3138,2202,2212
2,50,0.75,3593,2221,2212
2,50,1.0,0,2212,2212
2,50,1.0,138,2212,2212
2,50,1.0,371,2212,2212
2,50,1.0,710,2212,2212
2,50,1.0,1110,2212,2212
2,50,1.0,1455,2212,2212
2,50,1.0,1831,2212,2212
2,50,1.0,2158,2212,2212
2,50,1.0,2533,2212,2212
2,50,1.0,2827,2212,2212
2,50,1.0,3138,2212,2212
2,50,1.0,3593,2212,2212
2,50,0.0,0,1644,2337
2,50,0.0,73,1702,2337
2,50,0.0,464,1732,2337
2,50,0.0,874,1656,2337
2,50,0.0,1272,1938,2337
2,50,0.0,1688,1926,2337
2,50,0.0,2084,2120,2337
2,50,0.0,2665,2124,2337
2,50,0.0,2913,1929,2337
2,50,0.0,3295,2296,2337
2,50,0.0,3753,2472,2337
2,50,0.0,4187,2133,2337
2,50,0.25,0,1781,2337
2,50,0.25,73,1800,2337
2,50,0.25,464,1889,2337
2,50,0.25,874,1827,2337
2,50,0.25,1272,2121,2337
2,50,0.25,1688,1975,2337
2,50,0.25,2084,2267,2337
2,50,0.25,2665,2175,2337
2,50,0.25,2913,1856,2337
2,50,0.25,3295,2239,2337
2,50,0.25,3753,2417,2337
2,50,0.25,4187,2170,2337
2,50,0.5,0,1994,2337
2,50,0.5,73,2002,2337
2,50,0.5,464,2050,2337
2,50,0.5,874,2048,2337
2,50,0.5,1272,2052,2337
2,50,0.5,1688,2121,2337
2,50,0.5,2084,2230,2337
2,50,0.5,2665,2228,2337
2,50,0.5,2913,2075,2337
2,50,0.5,3295,2144,2337
2,50,0.5,3753,2345,2337
2,50,0.5,4187,2345,2337
2,50,0.75,0,2191,2337
2,50,0.75,73,2194,2337
2,50,0.75,464,2243,2337
2,50,0.75,874,2227,2337
2,50,0.75,1272,2161,2337
2,50,0.75,1688,2276,2337
2,50,0.75,2084,2293,2337
2,50,0.75,2665,2291,2337
2,50,0.75,2913,2229,2337
2,50,0.75,3295,2147,2337
2,50,0.75,3753,2410,2337
2,50,0.75,4187,2331,2337
2,50,1.0,0,2337,2337
2,50,1.0,73,2337,2337
2,50,1.0,464,2337,2337
2,50,1.0,874,2337,2337
2,50,1.0,1272,2337,2337
2,50,1.0,1688,2337,2337
2,50,1.0,2084,2337,2337
2,50,1.0,2665,2337,2337
2,50,1.0,2913,2337,2337
2,50,1.0,3295,2337,2337
2,50,1.0,3753,2337,2337
2,50,1.0,4187,2337,2337
2,50,0.0,0,1648,2269
2,50,0.0,81,1648,2269
2,50,0.0,464,1780,2269
2,50,0.0,850,1717,2269
2,50,0.0,1389,1869,2269
2,50,0.0,1666,2220,2269
2,50,0.0,2066,1852,2269
2,50,0.0,2611,2306,2269
2,50,0.0,2901,1948,2269
2,50,0.0,3390,2528,2269
2,50,0.0,3823,2514,2269
2,50,0.0,4388,2690,2269
2,50,0.25,0,1957,2269
2,50,0.25,81,1957,2269
2,50,0.25,464,1969,2269
2,50,0.25,850,1976,2269
2,50,0.25,1389,2008,2269
2,50,0.25,1666,2027,2269
